,store,sido,gungu,address,phone
1481,문화중앙,경남,창원시,경남 창원시 마산합포구 중앙동2가 5-42번지,055-243-9245
1482,월영,경남,창원시,경남 창원시 마산합포구 해운동 42-11,055-223-9974
1483,자산교방,경남,창원시,경남 창원시 마산합포구 자산동 301-19,055-246-1992
1484,진동,경남,창원시,경남 창원시 마산합포구 진동면 진동리 436,055-271-0077
1485,창동산호,경남,창원시,경남 창원시 마산합포구 산호동 338-35,055-247-3501~2
1486,내서삼계,경남,창원시,경남 창원시 마산회원구 삼계리 35-14,055-231-9982
1487,석전회성,경남,창원시,경남 창원시 마산회원구 석전동 264-56,055-255-9945
1488,양덕(창원),경남,창원시,경남 창원시 마산회원구 양덕동 61-61,055-295-9997
1489,합성,경남,창원시,경남 창원시 마산회원구 합성동 263-36,055-299-9782
1490,호계,경남,창원시,경남 창원시 마산회원구 내서읍 호계리 289-45,055-231-2321
1491,회원,경남,창원시,경남 창원시 마산회원구 회원2동 669-4,"055-245-9565,9665"
1492,남양(창원),경남,창원시,경남 창원시 성산구 가음동 7-2 더원빌딩 104호,055-261-9295
1493,대방,경남,창원시,경남 창원시 성산구 성주동 100,055-275-5258
1494,반송(창원),경남,창원시,경남 창원시 성산구 반지동 55-18,055-237-9902~3
1495,사파,경남,창원시,경남 창원시 성산구 사파동 113-16,055-286-9945~6
1496,상남,경남,창원시,경남 창원시 성산구 상남동 34-9,055-266-1818
1497,중앙(창원 성산),경남,창원시,경남 창원시 성산구 중앙동 100-1,"055-261-9149, 9949"
1498,감계,경남,창원시,경남 창원시 의창구 북면 감계리 246-4,055-252-1992
1499,도계명서,경남,창원시,경남 창원시 의창구 도계동 396-9,055-276-9945~6
1500,동읍,경남,창원시,경남 창원시 의창구 동읍 용잠리 371-2,"055-291-8400,8660"
1501,봉곡사림,경남,창원시,경남 창원시 의창구 봉곡동 116-4,055-277-9661
1502,용지호수,경남,창원시,경남 창원시 의창구 용호동 73-50,055-274-1099
1503,중동소답,경남,창원시,경남 창원시 의창구 서상동 666-6,055-295-9292
1504,팔용,경남,창원시,경남 창원시 의창구 팔용동 170-9,055-253-9901
1505,남문,경남,창원시,경남 창원시 진해구 남문동 1246-4 (골든프라자),055-547-1515
1506,석동덕산,경남,창원시,경남 창원시 진해구 석동 139-6,055-543-9992
1507,웅동용원,경남,창원시,경남 창원시 진해구 용원동 1214-11,055-551-9989
1508,중앙(진해),경남,창원시,경남 창원시 진해구 여좌동 925-40,055-547-4248
1509,태평,경남,창원시,경남 창원시 진해구 수송동 12-11,055-545-9010
1510,풍호,경남,창원시,경남 창원시 진해구 풍호동 305-17,055-541-1991
1511,미수봉평,경남,통영시,경남 통영시 미수동 22-1번지 운하상가 115호,055-643-8222
1512,북신무전,경남,통영시,경남 통영시 무전동 1033-2,055-646-7879
1513,죽림,경남,통영시,경남 통영시 광도면 죽림리 1574-57 가동 103호,055-642-9991
1514,하동,경남,하동군,경남 하동군 하동읍 읍내리 238,055-884-2110
1515,함안,경남,함안군,경남 함안군 가야읍 말산리 58-27,"055-583-9989,9949"
1516,함양,경남,함양군,경남 함양군 함양읍 용평리 773-1,055-964-2223
1517,합천,경남,합천군,경남 합천군 합천읍 합천리 320-3,055-931-9941
1518,건입,제주,제주시,제주 제주시 일도2동 160-9,064-752-8989
1519,노형,제주,제주시,제주 제주시 노형동 1055-1,064-749-1991
1520,대정,제주,서귀포시,제주 서귀포시 대정읍 하모리 1048-4,064-794-9930
1521,도두해안도로,제주,제주시,제주 제주시 도두1동 2625-4,064-902-3210
1522,삼양화북,제주,제주시,제주 제주시 화북1동 1023-2,064-726-4900~1
1523,서귀포1호,제주,서귀포시,제주 서귀포시 동흥동 117-6,064-732-9982
1524,서귀포명동,제주,서귀포시,제주 서귀포시 서귀동 408-3,064-713-9982
1525,서귀포혁신도시,제주,서귀포시,제주 서귀포시 강정동 166-10,064-739-9931
1526,성산일출봉,제주,서귀포시,제주 서귀포시 성산읍 성산리 362-1,064-782-7099
1527,시청(제주),제주,제주시,제주 제주시 이도이동 1179-18,064-756-5592
1528,아라,제주,제주시,제주 제주시 아라일동 6080,064-753-9991
1529,아라이도,제주,제주시,제주 제주시 이도2동 1970-24,064-726-1991
1530,애월해안도로,제주,제주시,제주 제주시 애월읍 고내리 1145-1,064-799-1997
1531,영어교육도시,제주,서귀포시,제주 서귀포시 대정읍 보성리 2476,064-794-7599
1532,외도하귀,제주,제주시,제주 제주시 하귀1리 162-4,064-742-1992
1533,용담삼도,제주,제주시,제주 제주시 용담이동 628-24,064-744-0991
1534,일도,제주,제주시,제주 제주시 일도이동 377-22,064-727-1991
1535,제주1호,제주,제주시,제주 제주시  연동 272-30,"064-711-0331,711-0991"
1536,중문,제주,서귀포시,제주 서귀포시 중문동 1965-9,064-738-9996
1537,탑동(제주),제주,제주시,제주 제주시 삼도이동 1192-22,064-723-9942
1538,대정,제주,서귀포시,제주 서귀포시 대정읍 하모리 1048-4,064-794-9930
1539,서귀포1호,제주,서귀포시,제주 서귀포시 동흥동 117-6,064-732-9982
1540,서귀포명동,제주,서귀포시,제주 서귀포시 서귀동 408-3,064-713-9982
1541,서귀포혁신도시,제주,서귀포시,제주 서귀포시 강정동 166-10,064-739-9931
1542,성산일출봉,제주,서귀포시,제주 서귀포시 성산읍 성산리 362-1,064-782-7099
1543,영어교육도시,제주,서귀포시,제주 서귀포시 대정읍 보성리 2476,064-794-7599
1544,중문,제주,서귀포시,제주 서귀포시 중문동 1965-9,064-738-9996
1545,표선,제주,서귀포시,제주 서귀포시 표선리 633-3,064-787-3636
1546,건입,제주,제주시,제주 제주시 일도2동 160-9,064-752-8989
1547,노형,제주,제주시,제주 제주시 노형동 1055-1,064-749-1991
1548,도두해안도로,제주,제주시,제주 제주시 도두1동 2625-4,064-902-3210
1549,삼양화북,제주,제주시,제주 제주시 화북1동 1023-2,064-726-4900~1
1550,시청(제주),제주,제주시,제주 제주시 이도이동 1179-18,064-756-5592
1551,아라,제주,제주시,제주 제주시 아라일동 6080,064-753-9991
1552,아라이도,제주,제주시,제주 제주시 이도2동 1970-24,064-726-1991
1553,애월해안도로,제주,제주시,제주 제주시 애월읍 고내리 1145-1,064-799-1997
1554,외도하귀,제주,제주시,제주 제주시 하귀1리 162-4,064-742-1992
1555,용담삼도,제주,제주시,제주 제주시 용담이동 628-24,064-744-0991
1556,일도,제주,제주시,제주 제주시 일도이동 377-22,064-727-1991
1557,제주1호,제주,제주시,제주 제주시  연동 272-30,"064-711-0331,711-0991"
1558,탑동(제주),제주,제주시,제주 제주시 삼도이동 1192-22,064-723-9942
1559,한림협재,제주,제주시,제주 제주시 한림읍 한림리 1582-8,064-796-9995
1560,함덕,제주,제주시,제주 제주시 조천읍 함덕리 1004-41,064-782-1990
